,Index_page,ID,Date_publication,Title_and_author,Language_of_the_work,Word,Chapter,Hits,Requiered_tags,Additionnal_tags
10,86,41631813,23 Jan 2023," Home, a Transitive Vol. 1 by percymunson2 ",English,"13,970",5/13,1868,"| Teen And Up Audiences| No Archive Warnings Apply| F/F, F/M, M/M| Work in Progress|","|No Archive Warnings ApplyMinor or Background Relationship(s) Robin Buckley/Nancy Wheeler Steve Harrington/Eddie Munson Eleven | Jane Hopper/Maxine ""Max"" Mayfield/Lucas Sinclair Amity Blight/Luz Noceda Will Byers & Eleven | Jane Hopper Will Byers & Luz Noceda Eda Clawthorne/Raine WhispersWill Byers Mike Wheeler Eleven | Jane Hopper Steve Harrington Robin Buckley Nancy Wheeler Eddie Munson Maxine ""Max"" Mayfield Lucas Sinclair Dustin Henderson Luz Noceda Amity Blight Willow Park Gus Porter Hunter | The Golden Guard (The Owl House) Eda Clawthorne King (The Owl House) Hooty (The Owl House) Mattholomule (The Owl House) Raine Whispers Philip Wittebane | Emperor BelosAlternate Universe - Canon Divergence Angst Fluff and Angst Crossover The Owl House Season 2 Post-Stranger Things 4 Vol. 2 Will Byers Has Powers Mike Wheeler Being an Asshole Alternate Universe - Everyone Lives/Nobody Dies Post-Episode: s02e10 Yesterday's Lie (The Owl House) poor will this kid cannot catch a break mike wheeler will not catch a break because he doesn’t deserve one Other Additional Tags to Be Added Will Byers-centric Will is so confused but so are we|"
11,86,44117320,23 Jan 2023, Step Away From the Netflix. by 1f_this_be_madness ,English,"8,938",7/12,901,"| General Audiences| Graphic Depictions Of Violence| Gen, F/M, M/M, F/F| Work in Progress|","|Graphic Depictions Of ViolenceDean Winchester & Sam Winchester Castiel & Dean Winchester & Sam Winchester Castiel & Dean Winchester Castiel & Sam Winchester Undisclosed Relationship(s)Dean Winchester Sam Winchester Castiel (Supernatural) Jack Kline Vecna (Stranger Things) The Party (Stranger Things) Steve Harrington Robin Buckley Eddie Munson Nancy Wheeler Jonathan Byers Joyce Byers Erica Sinclair Jim ""Chief"" Hopper Murray Bauman Argyle (Stranger Things)International Fanworks Day 2019 Television Watching Fluff in the Men of Letters Bunker (Supernatural) Hanging Out Friendship Banter Brotherly Affection Affectionate Insults Discovering the phenomenon Stranger Things (TV 2016) References And yes I am aware GOT isn't on Netflix But Dean bought the first two seasons in Season 9 so I'm going off that fact Sam Winchester is a tru-crime nerd i love it Swearing Stranger Things Spoilers Will Byers Deserves Love Will Byers Needs a Hug Dean Winchester is Good With Children If Scooby-Natural happened but with Stranger Things Inspired by Stranger Things (TV 2016) Brotherly Angst Hurt/Comfort No longer a one-shot Body Horror Blood and Violence Action/Adventure Implied/Referenced Character Death Game of Thrones References Mindhunter References Orange is the New Black References Heathers References Steve gets a break from babysitting Because Dean bout to do it Protective Dean Winchester The Dive and canon divergence thereafter Will deserves some understanding Also Cas and Erica gotta be sass-master besties I don't make the rules Actually in this case I do lol POV Dean Winchester POV Third Person Limited Angst Guilty Dean Winchester Angel Powers (Supernatural) Cas uses his angel powers and is an absolute badass Dean definitely finds it hot but we all know him Dean Winchester Needs to Use Actual Words|"
12,86,44471242,23 Jan 2023," I Try To Laugh About It, Hiding The Tears in My Eyes by odderstuff ",English,"6,008",1/1,1815,"| Explicit| Choose Not To Use Archive Warnings, No Archive Warnings Apply| M/M| Complete Work|",|Creator Chose Not To Use Archive Warnings No Archive Warnings ApplySteve Harrington/Eddie Munson Minor or Background Relationship(s)Steve Harrington Eddie Munson Robin BuckleySmut Angst It's so Angsty I'm so Sorry Blow Jobs First Time Blow Jobs Steve Harrington Needs a Hug Steve Harrington Has Bad Parents Sad Steve Harrington Eddie Munson Lives Eddie Munson is a Sweetheart Morning Sex Morning Cuddles Soft Dom Eddie Munson Sub Steve Harrington Light Dom/sub Kink Negotiation Finally! Self-Esteem Issues Steve thinks everybody hates him bc he's sad Miscommunication My beta is grammarly and we are NOT friends Steve Harrington Has a Praise Kink Steve Harrington Has a Crush on Eddie Munson Eddie Munson Has a Crush on Steve Harrington Actually more than a crush that boy is in love Masochist Steve Harrington Light Masochism Light Sadism Hair-pulling Making Out Kissing Boys Kissing Steve Harrington is Bad at Feelings Flirting|
13,86,44480842,23 Jan 2023, A Daffodil’s Rage by RogueAriadne ,English,"122,657",21/?,1042,| Mature| Choose Not To Use Archive Warnings| No category| Work in Progress|,"|Creator Chose Not To Use Archive WarningsOriginal Characters Original Female Character(s) Original Male Character(s) Dustin Henderson Claudia Henderson Eleven | Jane Hopper Jim ""Chief"" Hopper Nancy Wheeler Eddie Munson Steve Harrington Billy Hargrove Maxine ""Max"" Mayfield Lucas Sinclair Mike Wheeler Will Byers Joyce Byers Wayne MunsonAlternate Timelines supernatural elements other than Stranger Things stuff Familiars Magic Angst Hurt/Comfort Blood Temporary Character Death Everyone Lives (kinda) Minor Character Death Suicidal Ideation mental and physical abuse PTSD Trauma time jump from 2021 to 1983 Fix-It Alternate Universe - Canon Divergence plant-based magic Dungeons and Dragons mentions of dungeons and dragons Druid references Accidental Time Travel Eddie Munson is a Sweetheart Billy Hargrove Redemption Billy Hargrove Tries to Be a Better Person|"
14,86,44084046,23 Jan 2023, Roll for Seduction by CelestialVoid ,English,"2,565",1/1,2072,| Explicit| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplySteve Harrington/Eddie Munson Steve Harrington & Dustin HendersonSteve Harrington Eddie Munson Dustin Henderson Mike Wheeler Hellfire Club (Stranger Things)Smut Fluff and Smut Shameless Smut Gratuitous Smut Plot What Plot/Porn Without Plot Bisexual Steve Harrington Gay Eddie Munson Eddie Munson Has a Crush on Steve Harrington Steve Harrington Has a Crush on Eddie Munson Dungeons & Dragons References Characters Play Dungeons & Dragons No Dungeons & Dragons Knowledge Required Hellfire Club Kissing Boys Kissing Rough Kissing Neck Kissing Surprise Kissing Biting Hair-pulling Long Hair Making Out Steve Harrington Has a Pain Kink Steve Harrington Has a Hair-Pulling Kink Eddie Munson Has a Big Dick Blow Jobs Oral Sex Clothed Sex Come Swallowing Semi-Public Sex Babysitter Steve Harrington Good Babysitter Steve Harrington Steve Harrington & Dustin Henderson Friendship|
15,86,43204819,23 Jan 2023, let us adore you by fbfh (cheweduphoodiestring) ,English,"1,011",1/2,131,"| Mature| No Archive Warnings Apply| F/F, F/M, Multi| Work in Progress|",|No Archive Warnings ApplyRobin Buckley/Reader Steve Harrington/Reader Billy Hargrove/ReaderSteve Harrington Billy Hargrove Robin Buckley ReaderFluff Domestic Fluff Emotional Hurt/Comfort Gender-Neutral Pronouns Fluff and Crack Headcanon Mental Health Issues Guilt Emotional Baggage Two Shot Aged-Up Character(s)|
16,86,44395348,23 Jan 2023, dying wish by madwickedawesome ,English,"6,247",1/3,176,| General Audiences| No Archive Warnings Apply| F/F| Work in Progress|,"|No Archive Warnings ApplyEleven | Jane Hopper/Maxine ""Max"" Mayfield Maxine ""Max"" Mayfield & Mike Wheeler Will Byers & Maxine ""Max"" MayfieldEleven | Jane Hopper Maxine ""Max"" Mayfield Lucas Sinclair Mike Wheeler Will Byers Jim ""Chief"" Hopper Joyce ByersMemory Loss Alternate Universe - Canon Divergence Angst Fluff I love them so much Post-Episode: s04e09 The Piggyback (Stranger Things) Lesbian Eleven | Jane Hopper byler if u squint hard enjoy pls shout out 2 Jaymen for being on call when i wrote this|"
17,86,44415454,23 Jan 2023, Byler smut by Byl3rs___h3artt ,English,"1,337",1/?,548,| Mature| No Archive Warnings Apply| M/M| Work in Progress|,|No Archive Warnings ApplyMike Wheeler Will ByersOmorashi Smut|
18,86,41417448,23 Jan 2023, he a-a-ate my heart by savewillie ,English,"17,535",1/1,984,| Teen And Up Audiences| No Archive Warnings Apply| M/M| Complete Work|,"|No Archive Warnings ApplyWill Byers/Mike WheelerWill Byers Mike Wheeler Dustin Henderson Lucas Sinclair Maxine ""Max"" Mayfield Eleven | Jane HopperAlternate Universe - Modern Setting Werewolves Alternate Universe - Werewolf Mike as a werewolf will as a dennys worker Mike Wheeler is a CringeFail Loser Mike Wheeler is a Sweetheart elmax - Freeform henclair Making Out NOT BETA READ OMG praying its okay was listening to monster by lady gaga on repeat will has shitty shitty questionable taste in men 17k of pure shit Attempt at Humor Fluff no plot honestly Fluff and Crack Crack|"
19,86,41611518,23 Jan 2023, A Pack Of Two by Lemmerman ,English,"138,088",32/32,4929,| Mature| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplySteve Harrington/Eddie MunsonSteve Harrington Eddie Munson Robin Buckley Nancy Wheeler Wayne MunsonWerewolves Blowjobs Rated M For Sex Sexual Content Semi-Public Sex Internalized Homophobia Emotional/Psychological Abuse Coming Out Recreational Drug Use Body Image|
20,87,44478850,23 Jan 2023," Out of Touch, Out of Reach by tuttifruitti ",English,"5,895",3/?,528,| Explicit| No Archive Warnings Apply| M/M| Work in Progress|,|No Archive Warnings ApplySteve Harrington/Eddie Munson Minor or Background Relationship(s)Steve Harrington Eddie Munson Robin Buckley Chrissy Cunningham Nancy Wheeler Jonathan ByersAlternate Universe - Modern Setting Alternate Universe - College/University Enemies to Lovers Enemies to Friends to Lovers on eddies side at least Slow Burn Steve Harrington is a flirt Eddie Munson is Bad at Feelings Minor Jonathan Byers/Nancy Wheeler Minor Robin Buckley/Chrissy Cunningham Eventual Smut Top Eddie Munson Bottom Steve Harrington But also Bottom Eddie Munson Top Steve Harrington Getting Together Not Beta Read|
21,87,41589507,23 Jan 2023, Run with the Wolf by Splintercat ,English,"20,399",12/?,1312,| Mature| Graphic Depictions Of Violence| M/M| Work in Progress|,"|Graphic Depictions Of ViolenceBilly Hargrove/Steve Harrington/Eddie Munson Clayton Danvers/Nick Sorrentino Billy Hargrove/Eddie Munson Billy Hargrove/Steve Harrington Steve Harrington/Eddie MunsonEddie Munson Steve Harrington Billy Hargrove Dustin Henderson Robin Buckley Clayton Danvers Nick Sorrentino Jeremy Danvers Daniel Santos Malcolm Danvers Original Male Character(s) Maxine ""Max"" Mayfield Susan HargroveOther Additional Tags to Be Added Ensemble Cast Alternate Universe - Werewolf No Russians in Hawkins (Stranger Things) Starcourt Mall (Stranger Things) Starcourt Mall is Not Destroyed (Stranger Things) Scoops Ahoy (Stranger Things) Slow Burn Eddie Munson Lives Billy Hargrove Lives Werewolf Eddie Munson Werewolf Dustin Henderson Werewolf Billy Hargrove Gay Eddie Munson Bisexual Steve Harrington Billy Hargrove Redemption Billy Hargrove Tries Hurt Billy Hargrove Werewolf Turning Canonical Child Abuse Torture Broken Bones Blood and Injury Minor Character Death Cannibalism references to past dismemberment References to Past Mutilation Tags May Change Rating May Change Animal Death Angst with a Happy Ending It Gets Worse Before It Gets Better Body Horror Parent Death Victim Blaming Grief/Mourning Suicidal Thoughts Self-Hatred Slurs Billy Hargrove Needs a Hug Billy Hargrove Deserves Better Period-Typical Homophobia Homophobic Language Billy Hargrove Needs Love|"
22,87,44315149,23 Jan 2023, The Boathouse by Lia_Jane ,English,"31,939",7/?,3032,| Explicit| No Archive Warnings Apply| M/M| Work in Progress|,"|No Archive Warnings ApplySteve Harrington/Eddie MunsonSteve Harrington Eddie Munson Dustin Henderson Maxine ""Max"" Mayfield Lucas Sinclair Mike Wheeler Nancy Wheeler Robin BuckleyShameless Smut Emotional Hurt/Comfort Gay Eddie Munson Stranger Things 4 Bisexual Steve Harrington Angst Canonical Character Death Top Steve Harrington Bottom Eddie Munson Anal Sex Explicit Sexual Content Anal Fingering Rough Sex Bottom Steve Harrington Top Eddie Munson|"
23,87,44480143,23 Jan 2023, Arachnology Applied by Fluffy_Earthworm ,English,"2,890",1/?,35,| Mature| Graphic Depictions Of Violence| No category| Work in Progress|,|Graphic Depictions Of ViolenceHenry Creel | One | Vecna Martin Brenner Doctor EllisImplied/Referenced Drug Use Abuse Torture Imprisonment Just the usual protocol for unethical government experiments Spiders Like lots of spider references Seriously there be spiders Probably not for arachnophobics Author is a spider apologist Henry is too Dreams Lucid Dreaming Other Additional Tags to Be Added|
24,87,43530768,23 Jan 2023," this love came back to me by strawberryspence  for hexiewrites, silversfiction ",English,"15,968",2/2,3370,| Teen And Up Audiences| Choose Not To Use Archive Warnings| M/M| Complete Work|,|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie Munson Robin Buckley & Steve Harrington Steve Harrington & The PartySteve Harrington Eddie Munson Robin Buckley Dustin Henderson The Party (Stranger Things) Corroded Coffin (Stranger Things)Robin Buckley & Steve Harrington Are Best Friends Background Relationships Temporary Character Death Eddie is dead most of the fic But he is alive Steve Harrington is Famous Singer Steve Harrington Teacher Eddie Munson Alternate Universe - Everyone Lives/Nobody Dies Post-Canon Fix-It Angst with a Happy Ending Steve Harrington Needs a Hug Found Family Aged-Up Character(s) Flashbacks Non-Linear Narrative|
25,87,42370590,23 Jan 2023, I'll Be Seeing You by PeridotLionheart ,English,"4,296",2/?,22,| Mature| Choose Not To Use Archive Warnings| F/M| Work in Progress|,|Creator Chose Not To Use Archive WarningsMurray Bauman/Original Female Character(s) Argyle & Original Female Character(s)Original Female Character(s) of Color Original Female Character(s) Murray Bauman Argyle (Stranger Things) Argyle's Parents (Stranger Things)Those Two Missing Days Wouldn't Argyle's Family Be Wondering Where He Is? pov switching Discussion of Racial Slurs Big Sisters Post-Season/Series 04 Eventual Romance The Grumpy One is Soft For the Sunshine One quarantining|
26,87,42756513,23 Jan 2023, don't feed it (it will come back) by harringtoncoded ,English,"31,285",6/?,2081,| Mature| Graphic Depictions Of Violence| M/M| Work in Progress|,"|Graphic Depictions Of ViolenceSteve Harrington/Eddie MunsonSteve Harrington Eddie Munson Dustin Henderson The Party (Stranger Things) Jim ""Chief"" Hopper Joyce Byers Nancy Wheeler Robin BuckleyEddie Munson as Kas the Betrayer (Dungeons & Dragons) Angst with a Happy Ending Not Canon Compliant Blood and Injury Steve Harrington Needs a Hug Platonic Soulmates Robin Buckley & Steve Harrington Vampire Eddie Munson Vecna Possessing Eddie Munson Possessive Eddie Munson Codependency Eventual Smut Steve Harrington's Nail Bat Blood Kink Dungeons & Dragons References Steve Harrington Has Head Trauma and a praise kink Body horror (minor) mentions of torture|"
27,87,41351841,23 Jan 2023, For The Love of Tolkien by fanofbooks_49 ,English,"3,020",1/1,338,| Teen And Up Audiences| Choose Not To Use Archive Warnings| No category| Complete Work|,|Creator Chose Not To Use Archive WarningsChrissy Cunningham/Eddie MunsonAlternate Universe - Library Eddie Munson Has a Crush on Chrissy Cunningham Fluff I Wrote This Instead of Sleeping|
28,87,43436076,23 Jan 2023, Don't Give Yourself Away by petersfeather ,English,"6,768",1/1,105,| Teen And Up Audiences| No Archive Warnings Apply| No category| Complete Work|,|No Archive Warnings ApplyBilly Hargrove Steve Harrington Tommy Hagan Carol PerkinsUnderage Drinking Swearing Pining Violent Thoughts but like... look it's not a good coping mechanism i watched Punch Drunk Love and thought about this game I love and was like: yeah that's Billy Tommy and Carol are a thing in this they're just not the Main thing Gay Billy Hargrove we're doing enemies to lovers but this is the enemies section i just think Billy disassociates and then imagines/leads to violence....|
29,87,44380720,23 Jan 2023, Mutual Future (Repeat) by keerysbong ,English,"8,913",4/?,215,| Mature| Graphic Depictions Of Violence| M/M| Work in Progress|,|Graphic Depictions Of ViolenceSteve Harrington/Eddie MunsonSteve Harrington Eddie Munson The Party (Stranger Things) Wayne Munson Robin Buckley Nancy WheelerCharacter Death Fix Eddie Munson Has Powers Psychological Trauma Canon-Typical Violence Period Typical Bigotry Mental Instability Possession Vecna's Curse (Stranger Things) Post-Season/Series 04 Post-Traumatic Stress Disorder - PTSD Mental Anguish Not Canon Compliant Emotional Hurt/Comfort Hurt/Comfort Emotional Manipulation Eddie Munson Has a Bad Time Steve Harrington Needs a Hug BAMF Steve Harrington Other Ships Not Mentioned in Tags Psychological Torture Body Dysmorphic Disorder Implied/Referenced Self-Harm Other Additional Tags to Be Added Tags Are Hard Slow Burn Slow Build Self-Destruction|
