,Index_page,ID,Date_publication,Title_and_author,Language_of_the_work,Word,Chapter,Hits,Requiered_tags,Additionnal_tags
13,26,44654290,30 Jan 2023, Surprise by Sleepy_princess ,English,"16,481",4/4,363,"| Explicit| Graphic Depictions Of Violence, Major Character Death| F/F, F/M| Complete Work|","|Graphic Depictions Of Violence Major Character DeathRobin Buckley/Nancy Wheeler Robin Buckley & Steve Harrington Maxine ""Max"" Mayfield/Lucas SinclairRobin Buckley Steve Harrington Nancy Wheeler Eddie Munson Dustin Henderson Maxine ""Max"" Mayfield Billy Hargrove Chrissy Cunningham Patrick (Stranger Things) Lucas Sinclair Jason CarverMy First AO3 Post People get merked How Do I Tag Why Did I Write This? sorry - Freeform Maybe a happy ending Murder Graphic depictions of violence - Freeform Nancy Wheeler-centric nancy is the final girl Nancy has trauma I am letting nancy be sad Nancy Wheeler Has a Gun I feel bad for trumatizing nancy|"
14,26,43877463,30 Jan 2023, I've Been Looking for Home (Then I Found You) by harmonymotel ,English,"36,771",6/?,3471,| Teen And Up Audiences| Choose Not To Use Archive Warnings| M/M| Work in Progress|,"|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie Munson Robin Buckley & Steve Harrington Steve Harrington & The PartySteve Harrington Eddie Munson Robin Buckley The Party (Stranger Things) Jim ""Chief"" Hopper Steve Harrington's Parents Wayne Munson Dustin Henderson Maxine ""Max"" MayfieldAlternate Universe - Canon Divergence Everybody Lives Good Babysitter Steve Harrington Steve and Eddie are co-parents Steve Harrington Has Head Trauma Hurt Steve Harrington Steve Harrington Needs a Hug Eddie Munson Needs a Hug (they both get one and then some) Bisexual Steve Harrington Robin Buckley & Steve Harrington Friendship Fluff and Angst (because I can't not write excessive angst hello) Steve Harrington Has a Crush on Eddie Munson Slow Burn Eddie Munson is a Sweetheart Protective Steve Harrington Protective Eddie Munson Steve Harrington Has Bad Parents Supportive Wayne Munson Hurt/Comfort Period-Typical Homophobia Slurs Jason Carver Being an Asshole but at least Vecna's gone (also I never explain how that happened but it's not really important to the Steddie pining okay) Idiots in Love no beta we die like Chrissy|"
15,26,43496545,30 Jan 2023, Back to Future's Past by Pearlravenlapis ,English,"38,583",6/10,2155,| Not Rated| Choose Not To Use Archive Warnings| Multi| Work in Progress|,"|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie Munson Robin Buckley & Steve Harrington Steve Harrington & The Party Steve Harrington & Everyone Steve Harrington & Dustin HendersonSteve Harrington Robin Buckley Eddie Munson The Party (Stranger Things) Dustin Henderson Nancy Wheeler Jonathan Byers Jim ""Chief"" Hopper Joyce ByersTime Travel Fix-It Everyone Loves Steve Harrington Parental Jim ""Chief"" Hopper Hurt Steve Harrington Steve Harrington Needs a Hug Robin Buckley & Steve Harrington Are Best Friends Steve Harrington in the Upside Down The Party Loves Steve Harrington Implied/Referenced Abuse Steve Harrington Whump Past Rape/Non-con Implied/Referenced Rape/Non-con Implied/Referenced Suicide Parental Joyce Byers|"
16,26,41639649,30 Jan 2023," Hawkins, The Portal To Hell. by Pearlravenlapis ",English,"323,874",50/?,11457,"| Not Rated| Choose Not To Use Archive Warnings| F/F, F/M, M/M, Multi| Work in Progress|","|Creator Chose Not To Use Archive WarningsTommy Hagan & Steve Harrington & Carol Perkins Chrissy Cunningham & Steve Harrington Jason Carver & Steve Harrington Jonathan Byers & Steve Harrington & Nancy Wheeler Steve Harrington & The Party Robin Buckley & Steve Harrington Steve Harrington & Everyone Steve Harrington & Heather Holloway Steve Harrington/Eddie MunsonSteve Harrington Nancy Wheeler Jonathan Byers Joyce Byers The Party (Stranger Things) Carol Perkins Jason Carver Tommy Hagan Heather Holloway Chrissy Cunningham Patrick McKinney Chrissy's Nona Steve Harrington's Parents Jim ""Chief"" Hopper Robin BuckleyPast Steve Harrington/Nancy Wheeler Steve Harrington's King Steve Persona Hurt Steve Harrington Steve Harrington is a Sweetheart Steve Harrington Whump Bisexual Steve Harrington Steve Harrington-centric Steve Gets Vecna'd Vecna Possessing Steve Harrington Everyone Loves Steve Harrington|"
17,26,44654968,30 Jan 2023, Every breath you take (ill be watching you) by Bug_spray03 ,English,"2,203",2/?,121,| Not Rated| Choose Not To Use Archive Warnings| M/M| Work in Progress|,"|Creator Chose Not To Use Archive WarningsWill Byers/Mike Wheeler Maxine ""Max"" Mayfield/Lucas Sinclair Joyce Byers/Jim ""Chief"" Hopper Will Byers & Lucas Sinclair Mike Wheeler & Nancy Wheeler Eleven | Jane Hopper & Mike WheelerMike Wheeler Will Byers Eleven | Jane Hopper Jim ""Chief"" Hopper Joyce Byers Jonathan Byers Nancy Wheeler Lucas Sinclair Maxine ""Max"" Mayfield Ted Wheeler (Stranger Things) Karen Wheeler Murray Bauman Argyle (Stranger Things) Dustin Henderson Steve HarringtonMike Wheeler Loves Will Byers Will Byers Loves Mike Wheeler Gay Mike Wheeler Gay Will Byers Nancy Wheeler is a Sweetheart Internalized Homophobia POV Mike Wheeler Mike Wheeler is Whipped slow burn? Fluff and Angst mike wheeler is baby girl mike wheeler has a crush on superman|"
18,26,44654824,30 Jan 2023, Take care of Will. by getsalami ,English,"5,572",1/1,1048,| General Audiences| No Archive Warnings Apply| M/M| Complete Work|,"|No Archive Warnings ApplyWill Byers/Mike Wheeler Maxine ""Max"" Mayfield/Lucas SinclairMaxine ""Max"" Mayfield Will Byers Mike Wheeler Nancy Wheeler Lucas SinclairPost-Season/Series 04 Not Actually Unrequited Love Sharing a Bed First Kiss Will Byers Deserves Love|"
19,26,44653048,30 Jan 2023, Story Of My Bros by donteatbugz ,English,"1,218",1/1,211,| Not Rated| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplySteve Harrington/Eddie MunsonSteve Harrington Eddie MunsonImplied/Referenced Drug Use Drug Addiction Implied/Referenced Drug Addiction steddie Established Steve Harrington/Eddie Munson Steve Harrington Needs a Hug Dustin Henderson is mentioned Dance Gavin Dance lyrics Threats of Violence Threats of Self Harm Emotional Hurt Alternate Universe - Canon Divergence Eddie Munson Lives Post-Stranger Things 4 Vol. 2 i don't know how to tag|
20,27,44650756,30 Jan 2023, No Matter Where I Go (This is no Home) by blingyu ,English,"9,960",1/1,918,| General Audiences| Choose Not To Use Archive Warnings| M/M| Complete Work|,"|Creator Chose Not To Use Archive WarningsWill Byers/Mike WheelerWill Byers Mike Wheeler Maxine ""Max"" Mayfield Dustin Henderson Lucas Sinclair Eleven | Jane HopperCollege Growing Up Growing Up Together Coming Out Gay Will Byers POV Will Byers Unlabeled Mike Wheeler I do hc Mike as gay but I left this fic up to interpretation Will Byers Loves Mike Wheeler Mike Wheeler Loves Will Byers Mike Wheeler is Whipped Will Byers is a Mess First Kiss Love Confessions two original characters - Freeform But the OC's are honestly just us as the audience if we were allowed to be in Stranger Things They do shake some sense into Will Fluff Tooth-Rotting Fluff Friendship Friends to Lovers Best Friends Seriously they're best friends first and I really want that to come across in this fic Title From a TXT song Jealous Mike Wheeler But Only a Little Bit - Freeform Happy Ending|"
21,27,44647564,30 Jan 2023, The Universe Trapped in Your Skin by purpleweekend ,English,"22,705",5/?,1733,| Explicit| Choose Not To Use Archive Warnings| M/M| Work in Progress|,|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie MunsonSteve Harrington Eddie Munson The Party (Stranger Things) Robin Buckley Jonathan Byers Dustin Henderson Wayne MunsonAlternate Universe - Childhood Friends Angst and Fluff and Smut Domestic Fluff Found Family Codependency Obsessive Behavior Violence Homophobia Steve Harrington Has Bad Parents Eddie Munson Has Bad Parents Consensual Underage Sex Misunderstandings Boys In Love Eventual Smut POV Alternating Possessive Behavior unhealthy but healthy relationships the boys are absolutely mad for each other in a not normal way but it works Good Uncle Wayne Munson Crying Service Top Eddie Munson Pillow Princess Steve Harrington Slow Burn bitchy steve harrington|
22,27,44650393,30 Jan 2023, Pretty || A steddie fic by pigeonmeow96 ,English,"8,835",7/?,1751,| Mature| Choose Not To Use Archive Warnings| M/M| Work in Progress|,|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie MunsonRobin Buckley Steve Harrington Nancy Wheeler Eddie MunsonSteve Harrington as Spider-Man Alternate Universe - Modern Setting Spider-Man Identity Reveal Eddie Munson Has a Crush on Steve Harrington Steve Harrington Has a Crush on Eddie Munson steddie Fluff maybe smut probably smut later on The Fruity Four Bisexual Steve Harrington Gay Eddie Munson Lesbian Robin Buckley Bisexual Nancy Wheeler No Vecna (Stranger Things) Idiots in Love there’s gonna be some hurt steve fits the roll of spider man so well Slow Burn i didn’t mean for slow burn it just happened Slow updates :/|
23,27,43957531,30 Jan 2023, It'll be ok by JoycebyersHopper ,English,"1,849",1/1,118,"| Not Rated| Choose Not To Use Archive Warnings, No Archive Warnings Apply| Multi| Complete Work|","|Creator Chose Not To Use Archive Warnings No Archive Warnings ApplyJoyce Byers/Jim ""Chief"" Hopper Joyce Byers & Jim ""Chief"" HopperJoyce Byers Jim ""Chief"" Hopper Jonathan Byers Eleven | Jane Hopper Will Byers Scott Clarke|"
24,27,44652922,30 Jan 2023, Death is welcomed by Un_known_person1 ,English,"2,405",2/?,220,"| Not Rated| Graphic Depictions Of Violence| F/M, M/M| Work in Progress|","|Graphic Depictions Of ViolenceSteve Harrington/Eddie Munson Steve Harrington & Steve Harrington's Grandmother Steve Harrington & Dustin Henderson Steve Harrington & The Party Steve Harrington & Nancy Wheeler Jonathan Byers & Steve Harrington & Nancy Wheeler Steve Harrington & Jim ""Chief"" Hopper Steve Harrington & Lucas SinclairSteve Harrington Robin Buckley Nancy Wheeler Jonathan Byers Eddie Munson Lucas Sinclair Maxine ""Max"" Mayfield Dustin Henderson Erica SinclairSteve Harrington Deserves Better Hurt Steve Harrington The Author Regrets Nothing The Author Regrets Everything Author Projecting onto Steve Harrington Author Is Sleep Deprived BAMF Steve Harrington Steve Harrington Needs a Hug Steve Harrington & Dustin Henderson Friendship Steve Harrington Has Head Trauma Steve Harrington Has Absent Parents Steve Harrington's Father Being an Asshole Protective Steve Harrington|"
25,27,43904431,30 Jan 2023, It's Not Easy But You've Got Friends You Can Trust by whoneedscanon ,English,"6,023",1/2,236,| Mature| No Archive Warnings Apply| F/F| Work in Progress|,|No Archive Warnings ApplyRobin Buckley/Nancy Wheeler Robin Buckley & Steve HarringtonRobin Buckley Steve Harrington Nancy Wheeler Eddie MunsonAngst Angst with a Happy Ending Platonic with a Capital P Soulmates Robin Buckley Needs a Hug and she gets several Minor Steve Harrington/Eddie Munson POV Robin Buckley Everybody Lives Post-Stranger Things 4 Vol. 2 Vecna is dead and both Max and Eddie are fine because I said so Minor internalized lesbophobia As in Robin has a moment where she thinks mean things about herself The Author is a Lesbian Steve may not be stupid but he is easily confused At no point is Steve mad at Robin but she is very dramatic Underage Drinking They are puking in a bathroom again because I love symmetry and parallels first time writing ronance do not copy to another site translate or turn into a podfic Robin's ears are little geniuses|
26,27,44091058,30 Jan 2023, It's Better With You by paulhenreid ,English,"3,700",2/6,149,"| General Audiences| Choose Not To Use Archive Warnings, No Archive Warnings Apply| F/M, M/M| Work in Progress|","|Creator Chose Not To Use Archive Warnings No Archive Warnings ApplyMaxine ""Max"" Mayfield/Lucas Sinclair Will Byers/Mike Wheeler Will Byers & Maxine ""Max"" Mayfield Lucas Sinclair & Mike WheelerMaxine ""Max"" Mayfield Lucas Sinclair Will Byers Mike Wheeler|"
27,27,42229302,30 Jan 2023, A Dream (A Wish Your Heart Makes) by KissJupiter ,English,"106,395",17/?,3369,"| Explicit| Graphic Depictions Of Violence| F/F, M/M| Work in Progress|","|Graphic Depictions Of ViolenceSteve Harrington/Eddie Munson Robin Buckley/Nancy WheelerSteve Harrington Eddie Munson Robin Buckley Dustin Henderson Nancy Wheeler Jonathan Byers Joyce Byers Eleven | Jane Hopper Jim ""Chief"" Hopper The Party (Stranger Things) Wayne MunsonEddie Munson Lives Eddie Munson Needs a Hug Bisexual Steve Harrington Steve Harrington Needs a Hug Vampire Eddie Munson Eddie Munson in the Upside Down Dreams Nightmares Alternate Universe - Canon Divergence Canon-Typical Violence Blood Kink Blood Drinking Eating Disorder Not Otherwise Specified Protective Eddie Munson Protective Steve Harrington Hurt/Comfort Domestic Fluff Fluff and Smut Oral Sex Semi-Public Sex Gay Eddie Munson Steve Harrington Has Bad Parents Jason Carver Being an Asshole He’s like Batman villain evil they love each other your honor Love Confessions Vecna's Curse (Stranger Things) Henry Creel | One | Vecna is His Own Warning Light Dom/sub Upside Down is for lovers We got moms in the Upside Down Metallica References Steve Harrington is Not Okay The Beatles for some reason|"
28,27,44651578,30 Jan 2023, The King With The Broken Crown by Mischiefediting ,English,"6,800",1/1,1348,| Teen And Up Audiences| Choose Not To Use Archive Warnings| M/M| Complete Work|,|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie MunsonSteve Harrington Eddie MunsonOne Shot Happy Ending Steve Harrington Has Head Trauma Deaf Steve Harrington Eddie Munson Has a Crush on Steve Harrington Steve Harrington Has a Crush on Eddie Munson Eddie Munson Takes Care of Steve Harrington Mutual Pining Hearing Loss Head Injury Hospitals Eddie Munson is a Sweetheart Everyone lives Hurt Steve Harrington Eddie Munson saves Steve Harrington Coma Reading Bridge to Terabithia reference dragons of autumn twilight reference Robin Buckley & Steve Harrington Are Best Friends|
29,27,44652355,30 Jan 2023, Modern Girl by Nevertheless_5 ,English,"19,055",5/7,520,"| Explicit| No Archive Warnings Apply| F/F, M/M| Work in Progress|","|No Archive Warnings ApplyRobin Buckley/Chrissy Cunningham Steve Harrington/Eddie MunsonRobin Buckley Chrissy Cunningham Steve Harrington Eddie Munson Nancy Wheeler Jonathan Byers Erica Sinclair Argyle (Stranger Things) Eden Bingham Heather Holloway Barbara ""Barb"" HollandEnemies to Friends to Lovers Lesbian Robin Buckley Bisexual Chrissy Cunningham Gay girl tropes Roller Derby Librarians Established Steve Harrington/Eddie Munson Unresolved Sexual Tension Lesbian Sex Queer Themes Queer Culture Fluff and Humor Mutual Pining Secret Crush|"
30,27,40664523,30 Jan 2023, driftin' too far from the shore by whenyouwishuponastar ,English,"20,617",1/1,212,| Teen And Up Audiences| No Archive Warnings Apply| M/M| Complete Work|,"|No Archive Warnings ApplyBilly Hargrove/Steve HarringtonSteve Harrington Billy Hargrove Maxine ""Max"" Mayfield Background & Cameo CharactersAlternate Universe - Fae Alternate Universe - Canon Divergence Not Canon Compliant POV Steve Harrington Fae Billy Hargrove Fae Max Mayfield Fae Magic Canon-Typical Behavior Steve Harrington Needs a Hug he just wants to scoop ice cream Spells & Enchantments Sinister Undertones Unsettling brief horror/scary scene but this is billy hargrove so Flirting Romance Falling In Love Ambiguity Open to Interpretation but what you might call a happy ending Implied Sexual Content Fluff and Humor|"
31,27,42101835,30 Jan 2023, Killing Moon by Rattleh3ad ,English,"16,115",4/?,803,| Explicit| Choose Not To Use Archive Warnings| M/M| Work in Progress|,|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie Munson Robin Buckley & Steve HarringtonSteve Harrington Eddie Munson Robin Buckley The Party (Stranger Things) Wayne MunsonAuthor is a metalhead Hurt/Comfort Emotional Hurt/Comfort Angst with a Happy Ending Promise Angst Fluff and Angst Steve Harrington Has Head Trauma Eddie Munson Lives Eddie Munson Has a Crush on Steve Harrington Steve Harrington Has Anger Issues Steve Harrington Has Migraines Panic Attacks Post-Traumatic Stress Disorder - PTSD Steve Harrington Has PTSD Eddie Munson Has PTSD Everyone Has Issues Robin Buckley & Steve Harrington Are Best Friends Bisexual Steve Harrington Gay Eddie Munson Steve Harrington Has a Bisexual Awakening The Metalheadification of Steve Harrington Period-Typical Homophobia Dyslexic Steve Harrington Touch-Starved Steve Harrington Touch-Starved Eddie Munson but in different ways Acquaintances to Friends to Lovers Friends to Lovers Eventual Smut The Mortifying Ordeal of Being Known they're all a little autistic because i am autistic Steve Harrington is Bad at Feelings Eddie Munson is Bad at Feelings Top Eddie Munson Bottom Steve Harrington|
32,27,41822937,30 Jan 2023, How to Play House by Anonymous    ,English,"24,062",12/?,26775,| Teen And Up Audiences| No Archive Warnings Apply| M/M| Work in Progress|,|No Archive Warnings ApplySteve Harrington/Eddie MunsonSteve Harrington Eddie Munson Dustin Henderson Nancy Wheeler Lucas Sinclair Eleven | Jane Hopper Joyce Byers Will Byers Mike Wheeler Robin BuckleyOmega Steve Harrington Alpha Eddie Munson Beta Dustin Henderson Protective Steve Harrington Little Dustin Henderson Fluff and Humor Domestic Fluff Upside Down Magic Bullshit Self-Indulgent Accidental Child Acquisition Post Season 4 Alternate Universe - Everyone Lives/Nobody Dies Co-Parenting Pining|
33,27,43081050,30 Jan 2023, far and away from a sea salt sky by Tobiko ,English,"21,824",10/?,3246,| Teen And Up Audiences| No Archive Warnings Apply| No category| Work in Progress|,"|No Archive Warnings ApplyMaxine ""Max"" Mayfield/Lucas Sinclair Eleven | Jane Hopper/Mike Wheeler Jonathan Byers/Nancy Wheeler Jonathan Byers/Steve Harrington/Nancy Wheeler Joyce Byers/Bob NewbyMaxine ""Max"" Mayfield Lucas Sinclair Eleven | Jane Hopper Dustin Henderson Will Byers Mike Wheeler Nancy Wheeler Jonathan Byers Steve Harrington Robin Buckley Billy Hargrove Neil Hargrove Susan Hargrove Joyce Byers Jim ""Chief"" Hopper Bob NewbyAlternate Universe Alternate Universe - No Powers Angst and Hurt/Comfort Implied/Referenced Child Abuse Emotional/Psychological Abuse Physical Abuse Self-Esteem Issues Maxine ""Max"" Mayfield Needs a Hug Anti-Billy Hargrove Drowning Kidnapping Found Family Friendship no editing we die like writers|"
