,Index_page,ID,Date_publication,Title_and_author,Language_of_the_work,Word,Chapter,Hits,Requiered_tags,Additionnal_tags
10,46,44435263,28 Jan 2023, Love Games by aroma_appetizer ,English,"3,699",1/1,53,| Explicit| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplyAlexei/Murray BaumanAlexei (Stranger Things) Murray BaumanAlexei Lives (Stranger Things) ambiguous timeline Established Relationship Porn With Plot Kinda Alexei is gay Breeding Kink Making Out Anal Sex Slight Overstimulation no beta we die like Alexei Murray Bauman has a Breeding Kink Mention of Consensual Slapping mentions of previous sexual encounters|
11,46,44602579,28 Jan 2023," Hold The Line, Love Isn't Always On Time by Smalltown_boy ",English,"5,848",2/?,343,"| Explicit| Choose Not To Use Archive Warnings| M/M, Multi| Work in Progress|","|Creator Chose Not To Use Archive WarningsWill Byers/Mike Wheeler Will Byers/Lucas Sinclair Lucas Sinclair/Mike Wheeler Maxine ""Max"" Mayfield/Lucas Sinclair Eleven | Jane Hopper/Maxine ""Max"" MayfieldWill Byers Lucas Sinclair Mike WheelerAged-Up Character(s) Established Relationship Developing Relationship Polyamory Negotiations Polyamory Friends to Lovers Childhood Friends Communication Romance Fluff and Humor Post-Canon Alternate Universe - Canon Divergence Post-Traumatic Stress Disorder - PTSD Idiots in Love Period-Typical Racism Period-Typical Homophobia Queer Themes Queer History HIV/AIDS Crisis Dialogue Heavy Character Study Bisexual Lucas Sinclair Gay Mike Wheeler Gay Will Byers Confessions Nerdiness Polyamorous Bi Disaster Lucas Sinclair Byclair/Byler/Wheelclair | Elumax polycule Biphobia Polyaphobia Fluff and Smut Blind Maxine ""Max"" Mayfield|"
12,46,42878424,28 Jan 2023," Even in a crowded room (baby, it's just me and you) by Gypsywoman13  for Harishe ",English,"93,894",16/16,9605,"| Explicit| No Archive Warnings Apply| F/F, M/M| Complete Work|",|No Archive Warnings ApplySteve Harrington/Eddie Munson Minor or Background Relationship(s)Eddie Munson Steve Harrington Robin Buckley Background & Cameo CharactersSlow Burn Eventual Smut Fake/Pretend Relationship Chicken (game of) Eddie Munson Lives Alternate Universe - Modern Setting Alternate Universe - Canon Divergence Eddie Munson Has a Crush on Steve Harrington Gay Eddie Munson Robin Buckley & Steve Harrington Friendship Bisexual Steve Harrington Getting Together First Kiss Friends to Lovers Good Friend Robin Buckley the kids are nosy Corroded Coffin Fluff and Angst Overthinking Boys Kissing Boys In Love Idiots in Love Anal Sex Boyfriends steddie Minor Robin Buckley/Nancy Wheeler Eventual Happy Ending Corroded Coffin Concert (Stranger Things) Coming In Pants First Dates Flirting Dirty Talk Frottage Mean thoughts Self-Destruction Phone Sex Background Hellfire Club (Stranger Things) Misunderstandings Miscommunication Lack of Communication Angst and Feels Sad and Happy Steve gets 2 really long chapters for his POV Song Lyrics Playlist this will hurt eventually it will get better Oral Sex Gay Sex Steve Harrington's Scoops Ahoy Uniform Eddie Munson Dressed as a Jock Ghostface Eddie Munson Sexual Roleplay Switching|
13,46,44498656,28 Jan 2023, The Guardians of the Multiverse by MAB98 ,English,"8,236",1/23,68,"| Teen And Up Audiences| Graphic Depictions Of Violence| F/F, F/M| Work in Progress|","|Graphic Depictions Of ViolenceChloe Decker/Lucifer Morningstar Scott McCall/Malia Tate Lydia Martin/Stiles Stilinski Eleven | Jane Hopper/Mike Wheeler Jonathan Byers/Nancy Wheeler Eve/Mazikeen (Lucifer TV) Belle/Rumplestiltskin | Mr. Gold Joyce Byers/Jim ""Chief"" Hopper Captain Hook | Killian Jones/Emma Swan Prince Charming | David Nolan/Snow White | Mary Margaret BlanchardLucifer Morningstar (Lucifer TV) Emma Swan Eleven | Jane Hopper Peter Petrelli Dean Winchester Scott McCall (Teen Wolf) Sam Winchester Chloe Decker Evil Queen | Regina Mills Castiel (Supernatural) Sylar | Gabriel Gray Stiles Stilinski Mike Wheeler Wicked Witch of the West | Zelena Mazikeen (Lucifer TV) Lydia Martin Nancy Wheeler Hiro Nakamura (Heroes TV 2006) Steve Harrington Amenadiel (Lucifer TV) Gabriel (Supernatural) Rumplestiltskin | Mr. Gold Jonathan Byers Claire Bennet (Heroes TV 2006) Malia Tate Ando Masahashi Dustin Henderson Derek Hale Ella Lopez Robin Buckley Captain Hook | Killian Jones Eve (Lucifer TV) Will Byers Mohinder Suresh Lucas Sinclair Linda Martin (Lucifer TV) Liam Dunbar Maxine ""Max"" Mayfield Belle (Once Upon a Time) Noah Bennet (Heroes TV 2006) Snow White | Mary Margaret Blanchard Joyce Byers Prince Charming | David Nolan Jim ""Chief"" HopperCrossover|"
14,46,44602981,28 Jan 2023, Call of the Forest by Stella_ailehpo ,English,"5,112",5/?,599,| Not Rated| Choose Not To Use Archive Warnings| M/M| Work in Progress|,"|Creator Chose Not To Use Archive WarningsSteve Harrington/Eddie Munson Steve Harrington/Original Male Character(s) Eddie Munson/Original Female Character(s) Chrissy Cunningham/Eddie MunsonEddie Munson Eddie Munson's Parents Steve Harrington Steve Harrington's Parents Original Male Character(s) Chrissy Cunningham Robin Buckley Nancy Wheeler Gareth (Stranger Things) Dustin Henderson Original Female Character(s) Maxine ""Max"" Mayfield Mike Wheeler Eleven | Jane Hopper Will ByersSteve Harrington Has Powers Steve Harrington is a Sweetheart Soft Steve Harrington Omega Steve Harrington Non-Traditional Alpha/Beta/Omega Dynamics Alpha Eddie Munson Beta Robin Buckley Alpha Nancy Wheeler How Do I Tag Childhood Friends My First Work in This Fandom Past Relationship(s) Past Violence Mating Cycles/In Heat Other Additional Tags to Be Added Bottom Steve Harrington Top Eddie Munson Alternate Universe - Royalty Prince Eddie Munson Slow Burn Stevie is little angel Arranged Marriage Angst with a Happy Ending I Wrote This Instead of Sleeping Inspired by Music I Love Chrissy Cunningham But she will be evil in here Omega Chrissy Cunningham Soulmate-Identifying Marks Alternate Universe - Fantasy Getting to Know Each Other|"
15,46,44601832,28 Jan 2023," Warm Me Up, Then We'll Talk by spikeisthebigbad ",English,"2,912",1/1,316,| Teen And Up Audiences| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplySteve Harrington/Eddie Munson Robin Buckley & Steve HarringtonSteve Harrington Eddie Munson Robin Buckley Nancy Wheeler Jonathan ByersTooth-Rotting Fluff Snowball Fight Cold Weather Winter First Kiss 12 months of otp Unexperienced Eddie Munson Robin and Steve are basically twins Eddie Munson Lives Not Canon Compliant canon? i don't know her Vecna died|
16,46,40845933,28 Jan 2023, don't call me 'baby' by KatyWrites ,English,"19,600",4/8,288,| Explicit| Choose Not To Use Archive Warnings| F/M| Work in Progress|,|Creator Chose Not To Use Archive WarningsSteve Harrington/ReaderSteve Harrington Reader Robin Buckley Eddie MunsonAlternate Universe - Sugar Daddy Alternate Universe - Modern Setting Age Difference Daddy Kink ddlg dynamics Italy Past Stancy is mentioned Steve Has Issues mentions of bad family life Steve and reader have a ten year age gap Heavily inspired by illicit affairs This also takes place in Rome because why not Smut fem!afab!reader But they develop feelings because of course they do Summer affair corporate!Steve college!reader Billy Tommy and Brenner are in this But they suck and are in the background No beta we die like Barb|
17,46,44261494,28 Jan 2023, On the Eve of Something New by Shriek ,English,"8,722",5/?,171,"| Teen And Up Audiences| No Archive Warnings Apply| Gen, M/M| Work in Progress|","|No Archive Warnings ApplySteve Harrington/Eddie Munson Minor or Background Relationship(s) Robin Buckley & Steve HarringtonEleven | Jane Hopper Will Byers Jonathan Byers Argyle (Stranger Things) Dustin Henderson Joyce Byers Jim ""Chief"" Hopper Eddie Munson Steve Harrington's Mother Steve Harrington Erica Sinclair Mike Wheeler Nancy Wheeler Maxine ""Max"" Mayfield Susan Hargrove Robin BuckleyGrief/Mourning Comes Back Wrong Alcohol Abuse/Alcoholism Christmas Vomiting Divorce Implied/Referenced Homophobia New Year's Eve Other Additional Tags to Be Added|"
18,46,44603770,28 Jan 2023, Louder by sidekick_hero ,English,"2,029",1/1,2126,| Explicit| No Archive Warnings Apply| M/M| Complete Work|,|No Archive Warnings ApplySteve Harrington/Eddie MunsonSteve Harrington Eddie MunsonBottom Steve Harrington Top Eddie Munson Exhibitionism Plot What Plot/Porn Without Plot|
19,46,43750654,28 Jan 2023, Bloodthirsty - Stranger Things by Chekhovs ,English,"2,615",2/?,94,| Teen And Up Audiences| Graphic Depictions Of Violence| No category| Work in Progress|,"|Graphic Depictions Of ViolenceSteve Harrington Robin Buckley Dustin Henderson Eddie Munson Nancy Wheeler Will Byers Lucas Sinclair Mike Wheeler Erica Sinclair Jim ""Chief"" Hopper Eleven | Jane Hopper Joyce Byers Jonathan Byers Argyle (Stranger Things) Dmitri Antonov Murray Bauman Maxine ""Max"" Mayfield Wayne Munson|"
20,47,41164800,28 Jan 2023, The Bird Scene by 90sVenom ,English,"3,139",1/1,389,| Teen And Up Audiences| Choose Not To Use Archive Warnings| M/M| Complete Work|,"|Creator Chose Not To Use Archive WarningsWill Byers/Mike Wheeler Jim ""Chief"" Hopper & Mike Wheeler Joyce Byers & Mike Wheeler Eleven | Jane Hopper & Mike WheelerMike Wheeler Eleven | Jane Hopper Jim ""Chief"" Hopper Joyce Byers Dustin Henderson Erica Sinclair Lucas Sinclair (mentioned) Suzie Bingham Ted Wheeler (Stranger Things) Karen Wheeler Will ByersInspired by ""The Bird Scene"" from Victorious Victorious References Marriage Proposal Dorks in Love Mike Wheeler Loves Will Byers Sad Mike Wheeler Angst with a Happy Ending Sassy Hopper Good Parent Ted Wheeler (Stranger Things) Protective Parent Jim ""Chief"" Hopper Aged-Up Character(s) Established Relationship Established Will Byers/Mike Wheeler Mike Wheeler Being an Idiot POV Mike Wheeler Mike Wheeler-centric Mike Wheeler Needs a Hug|"
21,47,42900609,28 Jan 2023, We Believe We Catch The Rainbow by Gothippy ,English,"20,975",5/5,1741,| Not Rated| Rape/Non-Con| F/M| Complete Work|,|Rape/Non-ConChrissy Cunningham/Eddie MunsonChrissy Cunningham Eddie MunsonBody Dysphoria Fat Shaming Eating Disorders Weight Gain Weight Issues No Vecna (Stranger Things) Slow Burn Chubby Eddie Munson Fat Eddie Munson Eddie Munson Has a Crush on Chrissy Cunningham Fat positive Physical Abuse Chrissy Cunningham is Soft for Eddie Munson Eddie Munson Lives Chrissy Cunningham Lives Chrissy Cunningham & Eddie Munson Friendship Protective Eddie Munson Fluff and Angst Angst Angst and Hurt/Comfort Hurt/Comfort Emotional Hurt/Comfort|
22,47,43433605,28 Jan 2023," [Podfic] someone else's favorite song by Amanita_Fierce, dameofpowellestate, N0Connections ",English,43,1/16,164,| Explicit| No Archive Warnings Apply| M/M| Work in Progress|,|No Archive Warnings ApplySteve Harrington/Eddie Munson Robin Buckley & Steve Harrington Robin Buckley & Eddie Munson Steve Harrington & Nancy Wheeler Nancy Wheeler & Eddie Munson (background) Nancy Wheeler/ Robin BuckleySteve Harrington Eddie Munson Robin Buckley Nancy Wheeler The Party (Stranger Things) Wayne MunsonFriends With Benefits To Lovers (aka fast burn sex/ slow burn romance) Grief/Mourning Hurt/Comfort Minor Character Death complicated family dynamics Found Family Mentions of the AIDS crisis Past Child Abuse Literal Sleeping Together (also euphemistic sleeping together) the intimacy of vulnerability there's smut in this fic but it's not a Smut Fic ya feel Period-Typical Homophobia (smacks steve over the head with a plate) you can fit so much unresolved trauma in this guy alternating pov Post-Season/Series 04 Podfic Podfic Length: 30-45 Minutes Audio Format: MP3 Audio Format: Streaming|
23,47,42281874,28 Jan 2023, The Sitter by SrokT ,English,"11,866",6/?,687,| Not Rated| Choose Not To Use Archive Warnings| F/M| Work in Progress|,|Creator Chose Not To Use Archive WarningsSteve Harrington/Original Female Character(s) Steve Harrington & Original Female Character(s) Steve Harrington & Dustin Henderson Robin Buckley & Steve Harrington Robin Buckley & Original Female Character(s) Dustin Henderson & Original Female Character(s)Steve Harrington Robin Buckley Dustin Henderson Original Female Character(s)Idiots in Love Co-workers Strangers to Friends Friends to Lovers Strangers to Lovers Strangers to Friends to Lovers Drinking Games Technically Underage Drinking Though It's Legal Where I'm From Underage Drinking Childhood Memories Protective Dustin Henderson|
24,47,44601493,28 Jan 2023, To Know You're Mine by blue_mossbird ,English,"119,254",9/12,7386,| Explicit| No Archive Warnings Apply| F/M| Work in Progress|,|No Archive Warnings ApplyEddie Munson/You Eddie Munson/Reader Steve Harrington/You Steve Harrington/Reader Chrissy Cunningham/Eddie Munson Steve Harrington/Chrissy Cunningham/Eddie Munson/Reader Steve Harrington & Eddie MunsonEddie Munson Steve Harrington Chrissy Cunningham Original Female Character(s)No Vecna (Stranger Things) Alternate Universe - Modern Setting AFAB!reader Midsize!Reader Body insecurity Smut Shameless Smut Swingers Soft Eddie Munson Eddie Munson is a Sweetheart Minimal use of Y/N Dirty Talk Praise Kink Oral Sex Porn with Feelings Vaginal Fingering Vaginal Sex Jealousy Group Sex Developing Relationship Foursome Unsafe Sex Face-Sitting Cowgirl Position Emotional Hurt/Comfort Emotional Sex Angst with a Happy Ending Cheating|
25,47,44549533,28 Jan 2023, Someone Who Loves You by Jancy1984 ,English,"9,684",8/?,597,| Not Rated| No Archive Warnings Apply| F/M| Work in Progress|,"|No Archive Warnings ApplyJonathan Byers/Nancy WheelerNancy Wheeler Jonathan Byers Karen Wheeler Ted Wheeler (Stranger Things) Holly Wheeler Mike Wheeler Eleven | Jane Hopper Joyce Byers Jim ""Chief"" Hopper Will ByersFluff Domestic Fluff Fluff and Angst Tooth-Rotting Fluff Unplanned Pregnancy Pregnancy Hurt/Comfort Kid Fic Jancy Family Family Fluff|"
26,47,42991797,28 Jan 2023," Charlie, His Girlfriend by Destinyyyzz ",English,"39,701",5/6,7288,"| General Audiences| Choose Not To Use Archive Warnings, No Archive Warnings Apply| F/F, F/M, Gen, M/M, Multi, Other| Work in Progress|","|Creator Chose Not To Use Archive Warnings No Archive Warnings ApplyWill Byers & Eleven | Jane Hopper Will Byers/Original Male Character(s) Will Byers/Mike Wheeler Maxine ""Max"" Mayfield/Lucas Sinclair Robin Buckley & Steve Harrington Will Byers & Mike WheelerThe Party (Stranger Things) Original Female Character(s) Will Byers Mike Wheeler Eleven | Jane Hopper Jonathan Byers Original Male Character(s) Joyce Byers Jim ""Chief"" HopperWill Byers-centric Gay Will Byers Feelings Realization not in that order Slow Burn Season/Series 04 Will Byers Has Powers Letters Fluff Concerts First Kiss Charlie is a Good Guy Eyeliner Late Night Conversations Stargazing Will Byers Needs a Hug Will Byers Deserves Love Good Parent Joyce Byers Mike Wheeler has Abandonment Issues Headaches & Migraines Sickfic Cuddling & Snuggling hand holding Light Angst Homophobic Language Period-Typical Homophobia Brother-Sister Relationships Siblings Will Byers & Eleven | Jane Hopper Post-Traumatic Stress Disorder - PTSD Flashbacks Dissociation Panic Attacks|"
27,47,44497213,28 Jan 2023, pleasing their folks was never on top of their lists by Ylime13 ,English,"1,384",1/?,139,| Explicit| Underage| Multi| Work in Progress|,"|UnderageBilly Hargrove/Reader Steve Harrington/Reader Eddie Munson/You Billy Hargrove/Steve Harrington/Eddie Munson/You Billy Hargrove/Steve Harrington Billy Hargrove/Eddie Munson Steve Harrington/Eddie MunsonBilly Hargrove Steve Harrington Eddie Munson Nancy Wheeler Maxine ""Max"" Mayfield Dustin Henderson Lucas Sinclair Will ByersSmut Fluff and Smut Humor Developing Relationship polyship underage (for like one chapter) Lemon Smutty Everybody Lives Fix-It Inspired by Stranger Things (TV 2016) Stranger Things 3 stranger things Stranger Things 2 Eddie Munson Lives Billy Hargrove Lives Stranger Things Spoilers Threesome - F/M/M Foursome - F/M/M/M Semi-Public Sex Public Display of Affection Dom/sub Domestic Group Sex Bisexual Steve Harrington Bisexual Eddie Munson Bisexual Billy Hargrove Light Dom/sub Dom Eddie Munson Soft Dom Steve Harrington Dom Billy Hargrove sub Reader Hawkins (Stranger Things) Robin Buckley - Freeform Smoking Drinking Underage Drinking|"
28,47,39914823,28 Jan 2023, Hidden Within the Shadows by blobofgay ,English,"68,469",18/27,374,| Mature| Choose Not To Use Archive Warnings| M/M| Work in Progress|,|Creator Chose Not To Use Archive WarningsEddie Munson/Original Male Character(s) Minor or Background Relationship(s)Eddie Munson Wayne Munson Nancy Wheeler Mike Wheeler Eleven | Jane Hopper Wheeler Family (Stranger Things) Steve Harrington Robin Buckley Dustin Henderson Lucas Sinclair Erica Sinclair Stranger Things Ensemble Chrissy Cunningham Henry Creel | One | VecnaOriginal Character(s) Trans Male Character Superpowers Coming Out Period-Typical Homophobia Gay Eddie Munson Underage Smoking Friends to Lovers Alternate Universe - Canon Divergence Horror Surgery Recreational Drug Use Non-Consensual Drug Use Dead name dead naming Implied/Referenced Underage Sex Child Abuse Kidnapping Cross-Posted on Wattpad|
29,47,44269903,28 Jan 2023, THERE AND BACK AGAIN (Joseph Quinn) by Bee_Keyz ,English,"35,013",6/6,476,| Mature| Choose Not To Use Archive Warnings| F/M| Complete Work|,|Creator Chose Not To Use Archive WarningsJoseph Quinn (Actor)/Original Female Character(s)Joseph Quinn (Actor)Romance Fluff and Smut Stalking Oral Sex Sex Piano|
30,47,43331283,28 Jan 2023, The long and roundabout way we got here by TheWildChilde ,English,"28,946",7/7,74,| Mature| Choose Not To Use Archive Warnings| F/M| Complete Work|,|Creator Chose Not To Use Archive WarningsEddie Munson/Original Female Character(s)Eddie Munson Original Female Character(s) The Party (Stranger Things) Corroded Coffin (Stranger Things) Wayne Munson Steve Harrington Nancy Wheeler Robin Buckley Jonathan Byers Original CharactersChildhood Friends Slow Build Drug Use Underage Drinking very self indulgent Sexual Tension Emotional Hurt/Comfort Growing Up Eddie Munson Lives otherwise canon compliant Underage Drug Use|
31,47,42906837,28 Jan 2023, New Girl by The_Charl ,English,"8,430",4/?,242,| Explicit| Choose Not To Use Archive Warnings| F/M| Work in Progress|,|Creator Chose Not To Use Archive WarningsEddie Munson/Reader Steve Harrington/ReaderRobin Buckley Gareth (Stranger Things) Jeff (Stranger Things) Corroded Coffin (Stranger Things)Masturbation First Kiss Kissing Making Out Smut Fluff Mutual Pining POV Multiple Obsession Virginity Slow Burn Love Triangles Vaginal Fingering Teen Romance|
32,47,43613790,28 Jan 2023," Mail, Murder, and Other Mysteries; from the Nancy Wheeler Files by lieutenantgriffin ",English,"9,169",2/7,642,"| Teen And Up Audiences| No Archive Warnings Apply| F/F, M/M| Work in Progress|","|No Archive Warnings ApplyRobin Buckley/Nancy Wheeler Steve Harrington/Eddie MunsonNancy Wheeler Eddie Munson Robin Buckley Steve Harrington Barbara ""Barb"" HollandFluff and Angst Roommates Eddie Munson & Nancy Wheeler Friendship Journalist Nancy Wheeler Writer Eddie Munson Murder Mystery Nancy Wheeler is a Mess it's part romcom part angsty noir coming of age as if that makes any sense more tags to come|"
33,47,44599912,28 Jan 2023, Jump In The Fire by SatireGhost ,English,"19,146",9/?,583,"| Mature| Choose Not To Use Archive Warnings| Multi, M/M| Work in Progress|","|Creator Chose Not To Use Archive WarningsBilly Hargrove/Steve Harrington/Eddie MunsonSteve Harrington Billy Hargrove Eddie Munson Dustin Henderson Will Byers Eleven | Jane Hopper Lucas Sinclair Maxine ""Max"" MayfieldAlternate Universe - Vampire Alternate Universe - Werewolf Eventual Happy Ending Steve Harrington & Dustin Henderson Friendship Robin Buckley & Steve Harrington Friendship Mutual Pining Steve Harrington is a Sweetheart it gets bloody Eddie Munson Has Issues Gareth & Eddie Munson Are Best Friends Vampire Eddie Munson Werewolf Billy Hargrove Gay Eddie Munson Gay Billy Hargrove Bisexual Steve Harrington Eventual Smut Gay Sex|"
